iter	RMSE
272	0.0345317923
273	0.03444005502
274	0.03433349166
275	0.0342891941
276	0.03421146866
277	0.03413785004
278	0.03399660222
279	0.03389518556
280	0.03382087536
281	0.03373489333
282	0.03364837182
283	0.03352486662
284	0.03343363138
285	0.03335830622
286	0.03322877789
287	0.03318417603
288	0.03311304152
289	0.03308379507
290	0.03293784786
291	0.03287458471
292	0.03277098132
293	0.03269146644
294	0.03256417934
295	0.03248390671
296	0.03240257557
297	0.03234083846
298	0.03224321805
299	0.032183177
300	0.03207051815
301	0.03196502089
302	0.03185152514
303	0.03179677334
304	0.03172755494
305	0.03164821048
306	0.03154677523
307	0.03146753442
308	0.03137336817
309	0.0313143267
310	0.03121161932
311	0.03113547318
312	0.03109212632
313	0.0310395806
314	0.03102303725
315	0.03092990017
316	0.03087869892
317	0.03079875945
318	0.03073201446
319	0.0307073111
320	0.03063889608
321	0.0305402818
322	0.03044877858
323	0.03033916614
324	0.03027889158
325	0.03021298817
326	0.03017066658
327	0.03014298831
328	0.03008115097
329	0.03001303497
330	0.02995212271
331	0.0298857449
332	0.02980930189
333	0.02979773881
334	0.02972503159
335	0.02965107266
336	0.02954244701
337	0.02949535641
338	0.02943941391
339	0.02937408784
340	0.02931107758
341	0.02920815587
342	0.02916802128
343	0.02911298428
344	0.0290543804
345	0.02897722286
346	0.02885528632
347	0.02880741826
348	0.02873981489
349	0.02864522976
350	0.02860451115
351	0.0284989357
352	0.02841934328
353	0.02836427407
354	0.02831762106
355	0.0282485004
356	0.02819119376
357	0.02812771825
358	0.0280544427
359	0.02800315501
360	0.02793919498
361	0.02785646635
362	0.0278242375
363	0.02777561448
364	0.02765378027
365	0.02761741258
366	0.0275523675
367	0.02747674846
368	0.02741769702
369	0.02735000847
370	0.02731076304
371	0.02725611179
372	0.02715344063
373	0.02711098846
374	0.02707763767
375	0.02704929863
376	0.02699645494
377	0.02696769805
378	0.02691638554
379	0.02684960033
380	0.02682997838
381	0.02678153566
382	0.02674642915
383	0.02666226757
384	0.02661375006
385	0.02655072194
386	0.02649579816
387	0.02647226503
388	0.02642908309
389	0.02639178883
390	0.02635342746
391	0.02628075552
392	0.02622352836
393	0.02615207096
394	0.02606103481
395	0.02601982378
396	0.02597605196
397	0.0259225248
398	0.02585849963
399	0.02582762242
400	0.02576148416
401	0.0257082875
402	0.02565657963
403	0.02561848263
404	0.02555987912
405	0.02553902934
406	0.02550003324
407	0.02543784335
408	0.0253892456
409	0.02535033164
410	0.02531012469
411	0.02528491692
412	0.02522256196
413	0.0251837634
414	0.02515378366
415	0.02509596357
416	0.02501692204
417	0.02498994706
418	0.02496961906
419	0.02491744218
420	0.02487235304
421	0.02483746618
422	0.02481246641
423	0.02479838434
424	0.02476344651
425	0.02473993266
426	0.02467654672
427	0.02462803975
428	0.02458466236
429	0.02455373308
430	0.02452144743
431	0.02447831438
432	0.02442282234
433	0.02435474278
434	0.02431839987
435	0.02427681605
436	0.02423114162
437	0.0242083939
438	0.02416061823
439	0.0241217673
440	0.02408510118
441	0.02402883409
442	0.02397557577
443	0.02392638548
444	0.0238877466
445	0.02383841448
446	0.02381987358
447	0.02377905601
448	0.02371765632
449	0.02367292463
450	0.02360148752
451	0.02357597373
452	0.0235417674
453	0.02352519377
454	0.02348943817
455	0.0234501075
456	0.02341927766
457	0.02336299477
458	0.02332451207
459	0.02329694907
460	0.02326446714
461	0.02323218708
462	0.02318952659
463	0.02314854146
464	0.02310524274
465	0.02304794467
466	0.02302055005
467	0.02300122331
468	0.02296614609
469	0.02293632939
470	0.02291967507
471	0.02288723942
472	0.02287135057
473	0.02285201018
474	0.02281092448
475	0.02279909187
476	0.0227417276
477	0.0227205973
478	0.02268487924
479	0.0226668901
480	0.02265416341
481	0.02262109951
482	0.02258366838
483	0.0225352437
484	0.02250185832
485	0.02247114144
486	0.02243754551
487	0.02239735675
488	0.02236268464
489	0.02232522526
490	0.02226526569
491	0.02223243397
492	0.0221993398
493	0.02217008576
494	0.02212685244
495	0.02208872827
496	0.02206236963
497	0.02202896178
498	0.02199404333
499	0.02196428195
